Filename;Year;Month;Day;Hour;Minute;Second;Head_length;Abdomen_length;Insect_length_total;kingdom;phylum;class;order;family;score;highest_classification_rank;taxonomic_name_2;score_2;score_diff;path
20240710081508_crop_0.jpg;2024;7;10;8;15;8;0.66;9.12;9.78;Animalia;Arthropoda;Insecta;Mecoptera;Boreidae;0.140788808;family;Rhyacophilidae;0.134037748;0.00675106;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710081508_crop_0.jpg
20240710081650_crop_0.jpg;2024;7;10;8;16;50;0.77;11.54;12.31;Animalia;Arthropoda;Insecta;Diptera;Culicidae;0.634793401;family;Chironomidae;0.046304215;0.588489186;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710081650_crop_0.jpg
20240710081802_crop_0.jpg;2024;7;10;8;18;2;0.99;11.54;12.53;Animalia;Arthropoda;Insecta;Diptera;Culicidae;0.500316381;family;Cecidomyiidae;0.112977713;0.387338668;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710081802_crop_0.jpg
20240710081827_crop_0.jpg;2024;7;10;8;18;27;0.77;11.32;12.09;Animalia;Arthropoda;Insecta;Diptera;Culicidae;0.368831396;family;Chironomidae;0.033895329;0.334936067;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710081827_crop_0.jpg
20240710081827_crop_1.jpg;2024;7;10;8;18;27;0.44;3.85;4.29;Animalia;Arthropoda;Insecta;Diptera;Empididae;0.347403407;family;Culicidae;0.294423819;0.052979589;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710081827_crop_1.jpg
20240710082034_crop_0.jpg;2024;7;10;8;20;34;0.99;8.13;9.12;Animalia;Arthropoda;Insecta;Diptera;Ephydridae;0.203316405;family;Torymidae;0.084293194;0.119023211;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710082034_crop_0.jpg
20240710082034_crop_1.jpg;2024;7;10;8;20;34;0.66;3.41;4.07;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;0.289751828;family;Muscidae;0.198085755;0.091666073;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710082034_crop_1.jpg
20240710084646_crop_0.jpg;2024;7;10;8;46;46;1.54;7.36;8.90;Animalia;Arthropoda;Insecta;Diptera;Empididae;0.462796152;family;Dolichopodidae;0.234623298;0.228172854;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710084646_crop_0.jpg
20240710084703_crop_0.jpg;2024;7;10;8;47;3;0.99;7.91;8.90;Animalia;Arthropoda;Insecta;Diptera;Muscidae;0.323173195;family;Anthomyiidae;0.211737886;0.111435309;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710084703_crop_0.jpg
20240710084814_crop_1.jpg;2024;7;10;8;48;14;1.10;12.09;13.19;Animalia;Arthropoda;Insecta;Diptera;Culicidae;0.401357114;family;Chironomidae;0.083567567;0.317789547;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710084814_crop_1.jpg
