filename,camera,precision,recall,F1_score,TP,FP,FN
20240911115746.jpg,DIOPSIS-391,1.0,1.0,1.0,1,0,0
20240905140511.jpg,DIOPSIS-389,0.0,0.0,0.0,0,1,1
20240824134437.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240830075647.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240812063650.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240910161431.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240713083615.jpg,DIOPSIS-387,0.0,0.0,0.0,0,2,2
20240908211435.jpg,DIOPSIS-389,0.0,0.0,0.0,0,1,1
20240718074401.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240917193143.jpg,DIOPSIS-383,0.0,0.0,0.0,0,1,0
20240901223433.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240809084952.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,1
20240821220610.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240806232715.jpg,DIOPSIS-387,1.0,1.0,1.0,1,0,0
20240824211423.jpg,DIOPSIS-389,1.0,1.0,1.0,1,0,0
20240822142637.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240802131426.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,5
20240821225110.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,39
20240717165932.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240801103732.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240807174223.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240823115348.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240824192849.jpg,DIOPSIS-387,1.0,1.0,1.0,1,0,0
20240806191120.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,1
20240814233458.jpg,DIOPSIS-391,0.7142857142857143,0.7142857142857143,0.7142857142857143,5,2,2
20240814124936.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240808133239.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,1
20240807142230.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240804141028.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240909100713.jpg,DIOPSIS-389,0.0,0.0,0.0,0,1,1
20240814112022.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240709130606.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240827200808.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240727120234.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240724115729.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240810110807.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240729082000.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,2
20240831154829.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,1
20240825152339.jpg,DIOPSIS-387,0.0,0.0,0.0,0,1,1
20240728151756.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240816232706.jpg,DIOPSIS-391,1.0,0.5,0.6666666666666666,1,0,1
20240810140225.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240923121253.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240808155115.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240711185906.jpg,DIOPSIS-385,0.0,0.0,0.0,0,3,3
20240808103944.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240724153625.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240815220444.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,1
20240717093014.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,0
20240710124621.jpg,DIOPSIS-387,1.0,1.0,1.0,2,0,0
20240825234533.jpg,DIOPSIS-421,0.0,0.0,0.0,0,1,17
20240724172202.jpg,DIOPSIS-388,1.0,1.0,1.0,1,0,0
20240720073405.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240830222449.jpg,DIOPSIS-389,0.0,0.0,0.0,0,7,13
20240812140838.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240907081732.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240902140946.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,0
20240812200042.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240810073412.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240725145939.jpg,DIOPSIS-388,0.0,0.0,0.0,0,1,1
20240824222011.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240808233455.jpg,DIOPSIS-389,0.0,0.0,0.0,0,1,1
20240906130742.jpg,DIOPSIS-388,0.0,0.0,0.0,0,1,1
20240805105651.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240919153656.jpg,DIOPSIS-387,0.0,0.0,0.0,0,1,1
20240810073201.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,1
20240811224049.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,2
20240815153432.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240731100925.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240803082613.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240806222940.jpg,DIOPSIS-389,0.0,0.0,0.0,0,3,3
20240824095534.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,1
20240709194327.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240823164429.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240719153748.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240810094433.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,2
20240820180142.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240829213815.jpg,DIOPSIS-383,1.0,0.5,0.6666666666666666,2,0,2
20240803165403.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240827231542.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,1
20240710083518.jpg,DIOPSIS-387,1.0,1.0,1.0,1,0,0
20240903170831.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,2
20240913140014.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,0
20240825232409.jpg,DIOPSIS-421,0.0,0.0,0.0,0,1,32
20240817223158.jpg,DIOPSIS-384,0.0,0.0,0.0,0,2,4
20240917192712.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240725100227.jpg,DIOPSIS-421,1.0,0.3333333333333333,0.5,1,0,2
20240902183806.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,1
20240824000637.jpg,DIOPSIS-385,0.5,0.3333333333333333,0.4,1,1,2
20240822154748.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240721110213.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240807212602.jpg,DIOPSIS-389,0.0,0.0,0.0,0,2,2
20240829233830.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,8
20240806070325.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240823153244.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240920081659.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240911214840.jpg,DIOPSIS-389,0.0,0.0,0.0,0,4,7
20240716093759.jpg,DIOPSIS-387,0.0,0.0,0.0,0,1,1
20240901102859.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,1
20240816183227.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240813095448.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,1
20240718091847.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,1
20240919142246.jpg,DIOPSIS-387,0.0,0.0,0.0,0,1,1
20240814073941.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,1
20240910223531.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240824193503.jpg,DIOPSIS-388,0.0,0.0,0.0,0,1,1
20240908122230.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240902141241.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,1
20240826144801.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240728114402.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240717114655.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,1
20240724081254.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240916121947.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240820215824.jpg,DIOPSIS-387,0.25,0.14285714285714285,0.18181818181818182,1,3,6
20240923140446.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,1
20240820223722.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240830215204.jpg,DIOPSIS-387,0.5,0.5,0.5,1,1,1
20240820225403.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240907232957.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240711131813.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,1
20240815100811.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240718191339.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240712135529.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240722182635.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240809181253.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240713131120.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,1
20240802134112.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240805165924.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240831065635.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240908172341.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240909215012.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240809163756.jpg,DIOPSIS-389,0.0,0.0,0.0,0,1,1
20240819220243.jpg,DIOPSIS-384,1.0,1.0,1.0,1,0,0
20240828185525.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,2
20240822130027.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240805230641.jpg,DIOPSIS-391,0.5,0.5,0.5,1,1,1
20240713081813.jpg,DIOPSIS-387,0.0,0.0,0.0,0,1,0
20240729174807.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240712185847.jpg,DIOPSIS-421,0.0,0.0,0.0,0,1,1
20240919095923.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
